id_etudiant,prenom,nom,age,ville,niveau,heures_etude,note_sql,note_python,salaire_stage
98,Djeneba,Barry,19,Ouagadougou,Intermédiaire,6.8,7.9,7.0,77668
115,Fanta,Doumbia,32,  Abidjan  ,Débutant,8.6,10.3,5.1,54448
279,Kofi,Konan,40,Abidjan,Intermédiaire,1.5,4.1,3.2,71172
119,Boubacar,Keita,44,Abidjan,Débutant,8.5,7.0,,50072
483,Nafissatou,Konan,41,Conakry,Intermédiaire,8.2,11.2,10.1,96699
171,Awa,Ouattara,43,Bamako,Débutant,7.6,7.2,9.1,54241
441,Ramatoulaye,Coulibaly,44,Abidjan,Intermédiaire,5.7,4.4,5.3,80681
55,Awa,Camara,26,Dakar,Débutant,9.3,11.4,11.3,73036
177,Awa,Diarra,25,Cotonou,Intermédiaire,6.4,6.7,7.2,85126
328,Sekou,Coulibaly,32,Cotonou,Débutant,3.0,5.9,9.3,42715
195,Assitan,Cisse,43,Lomé,Débutant,7.9,5.6,3.1,29815
199,Aminata,Traore,31,Conakry,Débutant,4.8,4.8,6.8,45422
363,Lamine,Sow,19,Lomé,Avancé,10.1,9.6,10.4,104439
477,Coumba,Toure,40,Abidjan,Intermédiaire,10.5,10.4,12.0,74209
183,Sekou,Kone,28,Abidjan,Avancé,9.5,12.7,8.2,119956
417,Kadiatou,Fofana,22,Accra,Intermédiaire,6.2,6.8,,69194
355,Kofi,Yao,18,Abidjan,Débutant,6.7,5.5,4.3,42001
104,Rokia,Bamba,24,Dakar,Débutant,12.2,13.2,,48174
221,Ramatoulaye,Keita,38,abidjan,Débutant,12.8,7.2,10.7,52774
131,Fatou,Sow,27,Abidjan,Intermédiaire,10.5,11.9,10.9,73579
354,Modibo,Traore,24,Bamako,Intermédiaire,8.0,,5.7,80826
339,Souleymane,Fofana,41,Abidjan,Débutant,6.3,4.8,5.8,59500
371,Assitan,Konan,20,Dakar,Avancé,4.4,,6.1,115859
61,Sekou,Bamba,25,Dakar,Intermédiaire,8.1,7.6,,78361
95,Coumba,Sylla,18,Dakar,Débutant,6.1,8.4,5.5,47640
194,Modibo,Sangare,34,Accra,Débutant,7.0,11.8,6.2,41718
141,Salif,Barry,30,Cotonou,Intermédiaire,11.0,16.3,17.6,86917
149,Bineta,Toure,21,Lomé,Avancé,6.6,5.1,2.6,134852
203,Youssouf,Diakite,28,Abidjan,Débutant,7.7,9.3,8.7,42853
153,Ramatoulaye,Camara,44,bamako,Avancé,9.8,6.1,7.0,115334
338,Ramatoulaye,Fofana,31,Abidjan,Intermédiaire,12.2,15.0,14.8,86919
416,Fanta,Yao,40,Abidjan,Débutant,6.0,7.4,4.3,55705
11,Salif,Doumbia,32,Abidjan,Débutant,10.3,12.2,11.3,38884
270,Kofi,Sylla,34,Dakar,Débutant,9.5,8.8,10.6,30315
97,Nafissatou,Ouattara,40,Abidjan,Intermédiaire,7.0,9.5,7.1,79215
211,Coumba,Sangare,21,Dakar,Intermédiaire,8.6,9.7,9.4,89289
241,Cheikh,Kone,44,Dakar,Débutant,6.7,8.6,8.8,29244
58,Sekou,Diallo,20,Dakar,Intermédiaire,5.0,2.0,7.3,86464
302,Oumou,Camara,18,  Abidjan  ,Intermédiaire,7.4,6.6,9.5,71897
495,Ousmane,Kone,30,COTONOU,Débutant,9.4,12.1,11.3,38488
360,Aminata,Diakite,36,Dakar,Intermédiaire,12.8,14.7,14.3,480000
37,Souleymane,Fofana,22,Ouagadougou,Débutant,9.4,13.0,8.0,37299
458,Ousmane,Cisse,28,Bamako,Débutant,11.2,14.1,16.8,50285
21,Coumba,Yao,20,Cotonou,Débutant,12.5,14.8,12.5,48869
309,Fanta,Bamba,36,Dakar,Débutant,11.8,11.1,11.6,60909
333,Sekou,Diallo,32,Dakar,Débutant,4.7,3.9,4.7,36098
76,Ramatoulaye,Camara,21,Dakar,Intermédiaire,7.8,6.6,4.8,78958
201,Sekou,Bamba,26,,Intermédiaire,10.9,13.5,11.5,71294
78,Kadiatou,Sow,30,Bamako,Avancé,17.6,19.3,18.7,117346
264,Modibo,Sow,38,Bamako,Intermédiaire,7.8,10.6,5.2,58997
33,Djeneba,Sow,25,Bamako,Débutant,10.4,13.4,11.5,47025
150,Sekou,Sylla,29,Dakar,Débutant,8.6,6.6,10.3,52648
448,Modibo,Keita,24,Cotonou,Débutant,9.5,10.7,11.4,29179
3,Bakary,Barry,39,Lomé,Débutant,7.9,6.2,8.2,53309
53,Assitan,Fofana,41,Abidjan,Intermédiaire,4.8,,3.2,85684
263,Hawa,Cisse,35,,Intermédiaire,13.7,17.4,17.7,61115
254,Kadiatou,Keita,37,Dakar,Avancé,8.3,10.3,7.4,105876
467,Fatou,Traore,25,Ouagadougou,Débutant,2.3,1.2,0.0,36331
260,Ousmane,Cisse,28,Lomé,Intermédiaire,5.6,6.3,7.5,77121
334,Nafissatou,Ouattara,25,Bamako,Avancé,7.4,7.7,5.3,111578
370,Awa,Traore,19,Accra,Avancé,4.6,5.0,6.9,95932
322,Moussa,Sow,41,Accra,Débutant,8.8,10.8,9.0,48046
184,Amadou,Barry,29,Cotonou,Avancé,7.2,5.9,7.8,127032
152,Ousmane,Yao,19,Abidjan,Avancé,7.2,10.0,11.8,108483
463,Rokia,Toure,36,Cotonou,Avancé,6.0,4.9,9.5,101365
303,Aminata,Konan,25,Dakar,Intermédiaire,7.6,10.2,10.8,68857
191,Cheikh,Konan,22,Bamako,Avancé,9.1,5.2,7.4,98003
75,Youssouf,Camara,43,,Intermédiaire,10.6,11.4,11.3,73209
349,Djeneba,Barry,40,Accra,Avancé,5.6,4.9,4.5,88039
244,Sekou,Keita,34,Bamako,Débutant,7.8,6.3,7.3,46733
494,Fatou,Fofana,44,Bamako,Avancé,5.1,2.8,6.5,95838
88,Moussa,Diallo,23,Abidjan,Intermédiaire,11.2,12.1,14.5,65521
240,Assitan,Camara,35,Abidjan,Débutant,7.9,6.0,6.6,37716
144,Awa,Bamba,41,Accra,Intermédiaire,7.9,7.5,8.8,71065
427,Cheikh,Fofana,34,Accra,Débutant,9.7,14.2,12.7,43918
267,Kadiatou,Bamba,34,Ouagadougou,Avancé,2.6,6.7,8.5,101072
289,Kofi,Diallo,35,Bamako,Intermédiaire,4.7,4.9,3.0,63238
137,Kadiatou,Sylla,23,  Abidjan  ,Intermédiaire,12.8,10.9,10.9,74353
167,Kadiatou,Fofana,23,Cotonou,Avancé,9.2,8.6,6.8,108596
84,Modibo,Traore,24,Lomé,Intermédiaire,3.7,6.8,4.7,78515
452,Bakary,Fofana,43,Bamako,Intermédiaire,9.3,10.0,4.0,67254
422,Coumba,Sangare,27,Lomé,Débutant,8.7,8.9,,51864
156,Mariam,Sylla,21,Dakar,Débutant,4.0,1.5,0.7,60574
357,Fanta,Diallo,38,Abidjan,Avancé,7.7,9.1,11.3,106069
382,Ibrahim,Camara,29,Bamako,Intermédiaire,6.6,6.6,3.8,74406
280,Kofi,Barry,36,Lomé,Avancé,5.8,5.7,3.7,108763
127,Ousmane,Sow,18,bamako,Débutant,11.9,16.9,14.5,61927
196,Bakary,Diarra,26,,Intermédiaire,7.1,8.3,12.5,76451
266,Assitan,Barry,24,Abidjan,Débutant,3.5,2.8,2.8,51595
470,Boubacar,Bamba,34,Accra,Débutant,5.5,6.2,8.4,43701
105,Fanta,Ouattara,36,Accra,Intermédiaire,7.8,7.7,8.8,65100
154,Sekou,Sangare,36,Abidjan,Débutant,6.6,7.8,9.3,58395
283,Lamine,Fofana,36,Abidjan,Débutant,7.6,8.8,9.5,46001
392,Bakary,Bamba,44,  Dakar  ,Avancé,13.9,16.1,16.3,111723
227,Adama,Toure,37,abidjan,Intermédiaire,7.3,9.8,10.4,77258
368,Fanta,Yao,28,Abidjan,Intermédiaire,9.3,14.0,9.1,71780
26,Hawa,Bamba,27,Cotonou,Intermédiaire,10.7,11.9,10.8,86946
197,Moussa,Toure,39,Lomé,Débutant,10.4,12.0,7.1,57932
65,Ramatoulaye,Diakite,26,Abidjan,Avancé,6.1,4.0,7.4,130498
16,Boubacar,Fofana,22,Abidjan,Intermédiaire,5.5,6.0,4.3,100116
298,Oumou,Traore,35,Dakar,Avancé,9.1,10.7,9.1,106024
372,Oumou,Traore,40,Lomé,Avancé,8.4,8.8,10.0,102632
110,Ramatoulaye,Diarra,36,Bamako,Avancé,11.0,8.3,9.4,112127
337,Adama,Camara,41,ABIDJAN,Intermédiaire,11.9,15.3,12.8,67606
309,Fanta,Bamba,36,Dakar,Débutant,11.8,11.1,11.6,60909
27,Ibrahim,Diallo,22,Abidjan,Intermédiaire,10.2,10.4,9.5,750000
77,Sekou,Coulibaly,42,Dakar,Avancé,7.5,10.6,10.3,116929
44,Fanta,Diarra,23,Dakar,Débutant,11.4,14.3,14.0,63313
281,Ramatoulaye,Diakite,44,Dakar,Débutant,7.4,7.6,8.7,46023
4,Youssouf,Sangare,21,Dakar,Intermédiaire,13.3,11.9,14.0,89510
488,Amadou,Fofana,37,Lomé,Débutant,8.6,9.8,,46818
50,Salif,Ouattara,35,Accra,Intermédiaire,6.9,7.0,9.1,65819
406,Rokia,Fofana,26,Abidjan,Débutant,7.0,8.8,11.5,26097
388,Hawa,Keita,41,Abidjan,Intermédiaire,5.2,7.1,8.3,71636
497,Coumba,Diakite,19,Lomé,Avancé,11.2,11.6,,101906
31,Fatou,Bamba,19,Ouagadougou,Avancé,3.3,7.8,6.8,112243
457,Ramatoulaye,Cisse,39,  Abidjan  ,Intermédiaire,9.1,6.1,8.3,54349
122,Souleymane,Diarra,42,Ouagadougou,Intermédiaire,11.4,14.5,14.1,97125
432,Amadou,Barry,29,Abidjan,Intermédiaire,11.4,,11.8,87906
116,Cheikh,Traore,18,Abidjan,Débutant,6.9,9.6,7.5,41743
475,Souleymane,Sow,39,Bamako,Intermédiaire,5.7,5.4,9.9,65150
217,Souleymane,Coulibaly,40,Lomé,Avancé,9.5,7.8,8.5,103077
265,Djeneba,Cisse,34,Abidjan,Débutant,5.9,6.2,6.0,37827
210,Salif,Coulibaly,31,Accra,Intermédiaire,9.5,6.1,6.7,76785
317,Bakary,Doumbia,25,bamako,Débutant,11.0,16.4,13.6,46345
385,Hawa,Cisse,43,Bamako,Débutant,4.8,,5.5,46536
2,Assitan,Keita,43,ABIDJAN,Débutant,0.0,0.0,0.0,48396
314,Amadou,Sylla,40,Abidjan,Débutant,13.3,17.1,15.4,54937
23,Kofi,Konan,23,Cotonou,Intermédiaire,7.9,8.9,,77328
318,Awa,Diallo,18,Bamako,Débutant,6.0,6.4,6.9,48487
320,Ramatoulaye,Sangare,40,Ouagadougou,Intermédiaire,7.2,7.9,5.0,80913
8,Boubacar,Yao,37,Cotonou,Intermédiaire,9.4,,9.5,78131
461,Bakary,Diakite,38,Bamako,Avancé,7.5,10.3,9.6,126434
142,Modibo,Sylla,41,Cotonou,Avancé,6.7,,8.2,109163
87,Mariam,Diakite,36,Dakar,Intermédiaire,13.6,15.6,14.8,93978
353,Ramatoulaye,Diakite,27,Conakry,Avancé,9.6,7.1,4.5,116929
242,Ousmane,Bamba,19,Ouagadougou,Débutant,5.9,8.1,8.2,49139
472,Fatou,Konan,24,Accra,Intermédiaire,10.8,8.5,8.4,81333
216,Hawa,Ouattara,39,Conakry,Débutant,2.5,2.5,4.3,45518
69,Ousmane,Fofana,38,Cotonou,Avancé,8.4,6.5,5.5,102201
51,Kadiatou,Diallo,31,Abidjan,Intermédiaire,5.5,3.9,2.2,87396
399,Fanta,Ouattara,31,Abidjan,Intermédiaire,8.8,8.5,10.3,87495
414,Modibo,Sylla,30,Cotonou,Intermédiaire,11.8,12.5,9.4,66657
157,Kadiatou,Sow,21,,Avancé,8.4,10.1,7.3,118722
253,Bineta,Diallo,24,Bamako,Débutant,2.4,7.0,8.2,55862
396,Kofi,Diallo,35,Accra,Intermédiaire,7.7,9.6,8.0,82608
469,Bakary,Konan,21,Dakar,Débutant,8.0,15.4,,22956
403,Fatou,Doumbia,30,Bamako,Débutant,8.9,14.8,13.5,53792
358,Hawa,Fofana,36,Abidjan,Débutant,6.9,10.6,2.6,60016
255,Oumou,Camara,23,Cotonou,Intermédiaire,7.5,7.8,10.3,77572
277,Amadou,Doumbia,18,Abidjan,Débutant,7.2,12.0,8.7,37355
179,Aminata,Doumbia,42,Cotonou,Intermédiaire,9.0,10.0,6.5,107431
282,Coumba,Bamba,41,Dakar,Intermédiaire,5.0,0.4,6.8,63160
391,Souleymane,Diakite,41,Cotonou,Intermédiaire,11.3,17.0,15.3,63206
238,Hawa,Sangare,19,Abidjan,Débutant,4.0,1.8,4.3,54715
72,Kofi,Yao,36,Lomé,Avancé,7.2,11.0,6.3,105848
461,Bakary,Diakite,38,Bamako,Avancé,7.5,10.3,9.6,126434
130,Cheikh,Kone,19,Abidjan,Intermédiaire,6.5,2.8,4.9,80904
145,Awa,Ouattara,32,Abidjan,Débutant,5.3,5.0,3.8,51787
449,Kadiatou,Toure,27,Dakar,Intermédiaire,10.2,10.3,12.7,80531
336,Fatou,Sylla,20,Lomé,Avancé,10.3,11.5,15.0,95231
134,Ousmane,Bamba,27,Accra,Intermédiaire,6.9,8.3,8.4,83723
204,Adama,Cisse,40,Ouagadougou,Avancé,7.5,10.1,13.7,115213
394,Rokia,Diarra,40,Cotonou,Intermédiaire,9.5,7.7,10.4,90280
256,Youssouf,Kone,38,Dakar,Débutant,10.0,8.0,9.9,620000
73,Assitan,Bamba,44,Conakry,Débutant,7.1,7.7,5.0,50340
397,Coumba,Bamba,36,Dakar,Débutant,15.9,19.3,20.0,50601
236,Souleymane,Ouattara,28,Bamako,Intermédiaire,8.6,7.2,10.6,67403
38,Modibo,Keita,26,Abidjan,Avancé,7.9,6.4,10.8,112870
